oath_id,author,title,reference,work_type,genre,work_date,date,reference_type,state,swearer,swearee,proposed_by,if_taken,if_refused,if_kept,if_broken,taken,impact,consequences_of_breach,statement,linguistic,gods_invoked,remarks
1995,Xenophon,Hellenica,7.1.39-40,literary,Hist.,385-354,367,Oath,Boeotia,Envoys,Representatives,unknown,Peace treaty formalised,Hostilities will continue,unknown,unknown,no,see remarks,unknown,"[? That they would abide by the following terms set out by the Persian King:
1. Messenia was to be autonomous from the Spartans;
2. The Athenians were to draw their ships up on the land;
3. If either the Spartans or the Athenians refused the King would make an expedition against them;
4. If any city refused to join in such an expedition the King would attack them first]","omnu, omos, omoum, ork",unknown,"Xenophon states that the Thebans called for representatives from all the Greek cities to come to Thebes to hear the King's letter. 
When they had read the letter to the representatives of the other Greeks, the Thebans directed those who wished to be friends of the Thebans and the King to swear to these provisions. 
The envoys replied that they had not been sent to swear oaths, but to listen. They told the Thebans that if they desired oaths, they should send to the cities.  
See also oath id 1996."
2710,Aeschines,Against Ctesiphon,198,literary,Orat.,330,330,Oath,Athens,Dikastai,Presiding magistrate,Presiding magistrate,They can be jurors,They cannot be jurors,Many blessings (?),Destruction of self and household (?),yes,see remarks,unknown,"[That they will vote according to the laws and decrees of the Athenian people and the Council of Five Hundred; <and concerning matters about which there are no laws, they will judge according to their perfectly honest opinion, and not from favour nor from enmity>. Nor will they accept gifts for judging, nor will any other man or woman do so on their behalf with their knowledge. And they will give an equal hearing to the accuser and the defendant alike, and cast their vote in relation to the actual matter in issue.]",ork,Zeus; Poseidon; Demeter,"Aeschines claims that ""anyone who begs for your vote in the first speech is asking you to make a gift of your oath, of the law, of democracy"". He argues that none of these things can rightly be asked by anyone, nor can they rightly be given to another when asked. 
Since every speaker in the courts asked for the jury to vote his way, we must suppose that what Aeschines is saying is that every speaker who asked for the jury’s vote as a favour in his first speech was asking for them to disregard oath, law and democracy.  His point is that when arguing for acquittal and against conviction, the defendant should stick to trying to prove that he is not legally guilty; the time for asking favours is when he is arguing about what penalty should be imposed. 
For the details of the Heliastic oath see oath id 3494."
3802,Demosthenes,On the False Embassy,285,literary,Orat.,343,343,Oath,Athens,An imaginary respondent,Demosthenes,n/a,n/a,n/a,n/a,n/a,no,Emphasises the statement,n/a,"[That Timarchus' trial improved the morals of the young men of Athens]
 νὴ Δί’, οἱ νέοι γὰρ ἡμῖν δι’ ἐκεῖνον ἔσονται τὸν ἀγῶνα βελτίους.",nh,Zeus,"Demosthenes contrasts the trial of Timarchus with that of Aeschines, and asks the jurors how great a penalty they will impose on Aeschines given the magnitude of his crimes compared to those of Timarchus. He imagines that someone will respond in this way to his comments about Timarchus' trial."
3551,Demosthenes,For Phormion,61,literary,Orat.,350/49?,350/49 (?) (350),Oath,Athens,Dikastai,Presiding magistrate,Presiding magistrate,They can be jurors,They cannot be jurors,Many blessings (?),Destruction of self and household (?),yes,see remarks,unknown,"[That they will vote according to the laws and decrees of the Athenian people and the Council of Five Hundred; <and concerning matters about which there are no laws, they will judge according to their perfectly honest opinion, and not from favour nor from enmity>. Nor will they accept gifts for judging, nor will any other man or woman do so on their behalf with their knowledge. And they will give an equal hearing to the accuser and the defendant alike, and cast their vote in relation to the actual matter in issue.]",ork,Zeus; Poseidon; Demeter,"The speaker tells the jurors that if they ignore Apollodorus' shameless bawling, and remember what he has told them, they will be keeping their oaths and justly acquitting Phormion. 
For the details of the Heliastic oath see oath id 3494."
1096,,IC IV,"72, Col II, ll 11-16",inscriptional,Public,about 450,About 450 (460 to 440),Oath,Gortyn,Accuser,unknown,unknown,She will be believed,She will not be believed,unknown,unknown,n/a,unknown,unknown,[? That the accused was guilty],ork,unknown,"According to the text if someone rapes a slave woman he shall pay a fine, ""and the oath of the slave-woman shall prevail"" (ὀρκιοτέραν δ' ἔμεν τὰν δόλαν). 
We can be sure that this provision is not meant to apply 'only' to slaves; it is to be understood as applying, a fortiori, to other rape complainants too.  And in view of the comparative, the situation envisaged must be that in which 'both' the accuser and the defendant are swearing, and the rule is that in that situation the accuser is to be believed.  Evidently both parties were challenged to swear to the truth of their respective contentions; whoever refused to swear ipso facto lost the case; and if both swore, the man was deemed guilty. 
See also oath id 3867."
559,Homer,Odyssey,19.302-307,literary,Epic.,date uncertain,mythical time,Oath,Ithaca,Cretan,Penelope,n/a,n/a,n/a,unknown,unknown,yes,None: Penelope does not believe him,n/a,"[That Odysseus will come home within the year]
 ἴστω νῦν Ζεὺς πρῶτα, θεῶν ὕπατος καὶ ἄριστος, 
ἱστίη τ’ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω· 
ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω.  
τοῦδ’ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδ’ Ὀδυσσεύς,
τοῦ μὲν φθίνοντος μηνός, τοῦ δ’ἱσταμένοιο.”","istw, ork","ZeusEpithet(s)first among the gods, loftiest, most noble; Hearth of blameless Odysseus","Cf. oath ids 542, 545, 561."
3101,Plato,Euthydemus,304d7-8,literary,Phil.,390-387,409 to 404,Oath,Athens,Crito,Man,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That he is not listening to Euthydemus and Dionysodorus (because he could not hear for the crowd)]
 Ὦ Κρίτων, ἔφη, οὐδὲν ἀκροᾷ τῶνδε τῶν σοφῶν;  Οὐ μὰ τὸν Δία, ἦν δ’ ἐγώ· οὐ γὰρ οἷός τ’ ἦ προσστὰς κατακούειν ὑπὸ τοῦ ὄχλου.",ma ton,Zeus,"We can say (from 305c) that the man was a professional speechwriter.  We can’t put a name to him (Antiphon was probably dead, and Lysias and Isocrates were not yet practising the profession), and are probably not meant to try, but such people certainly existed at the time (we even have one of their products – [Lysias] 20, which probably belongs to 410).  Socrates’ excursus on the men of this type strongly suggests that Plato has Isocrates in his sights, as indeed is the view of most scholars."
109,Euripides,Alcestis,438,literary,Trag.,438,mythical time,Oath,Pherae,Chorus of citizens,World at large,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,n/a,"[That a woman by far the best of all is being ferried across the Acherontian mere in the two-oared pine boat]
 ἴστω δ’ ᾿Αίδας ὁ μελαγχαί-
  τας θεὸς ὅς τ’ ἐπὶ κώπαι
  πηδαλίωι τε γέρων 
  νεκροπομπὸς ἵζει
  πολὺ δὴ πολὺ δὴ γυναῖκ’ ἀρίσταν
  λίμναν ᾿Αχεροντίαν πορεύ-
  σας ἐλάται δικώπωι.",istw,HadesEpithet(s)Black-haired god; The old ferryman,Lines 473-5 suggest that the citizens of the Chorus are unmarried but their age is difficult to determine. They are either adolescent or mature.
3414,Demosthenes,Against Meidias,174,literary,Orat.,347/6,357,Oath,Tamynae,Diocles of Alopece,Representatives,Thebans,The truce would be formalised,There would not be a truce,unknown,unknown,yes,The Thebans left Euboea,n/a,[? That the Athenians would not molest the Thebans as they departed the island],"speis, spond",unknown,"The actual oath statement is unknown. 
Demosthenes criticises Meidias for failing to arrive in Euboea until after Diocles had made the truce with the Thebans. 
See also oath id 2671."
1429,Pherecrates,Myrmekanthropoi,fr. 117 K-A,literary,Comic.,440-400,440 to 400,Oath,unknown,unknown,unknown,n/a,n/a,n/a,unknown,unknown,yes,Emphasises the statement,unknown,"[That the bogue is the only fish that has a voice]
 τί ληρεῖς; ἀλλὰ φωνὴν οὐκ ἔχειν
ἰχθύν γέ φασι τὸ παράπαν. {Β.} νὴ τὼ θεώ,
κοὐκ ἔστιν ἰχθὺς ἄλλος οὐδεὶς ἢ βόαξ.",nh tw,The two goddesses,"This sentence must be either corrupt or incomplete, since the speaker seems to be saying that the bogue (Boops boops; Greek boax or bτx) is the only fish there is, which makes neither sense nor a joke. The statement is most likely to have been “That the bogue is the only fish that has a voice”. Swearing by Demeter and Persephone is a female oath; see on oath id 788."
1583,Thucydides,History,2.99.2,literary,Hist.,403-395,During the reign of Alexander I of Macedon? (498 to 454),Oath,Macedon,King of Macedon; King of Lyncestis; King of Elimea; Kings of other tribes,King of Macedon; King of Lyncestis; King of Elimea; Kings of other tribes,unknown,Their alliance would be formalised,There would not be an alliance,unknown,unknown,yes,unknown,unknown,[? That they would be loyal to the Macedonian king and to support each other in war],summac,unknown,"Thucydides states that the Macedonian race includes also the Lyncestians, Elimiotes and other tribes of the upper country, which, though in alliance with the nearer Macedonians and subject to them, have kings of their own. 
These tribes were not always unified. See oath id 1545. 
Hammond, A History of Macedonia Vol 1, p439 suggests that the tribes were first unified during the reign of Alexander I ca.498-454."
3044,Isaeus,On the estate of Dicaeogenes,16,literary,Orat.,ca.389,405 to 390,Oath,Athens,Menexenus,Presiding magistrate,Presiding magistrate,He can proceed with his case,He cannot proceed with his case,unknown,unknown,no,n/a,n/a,[That the facts in his written statement were true],omnu,unknown,"Menexenus states that when he was about to make his antomosia against Dicaeogenes (III) - i.e. that Dicaeogenes had transgressed the terms of the agreement with his father and uncles - Leochares produced evidence that Dicaeogenes had been adopted as the sole heir of Dicaeogenes (II), so Menexenus did not proceed with the case."
1079,Aristophanes,Wasps,345,literary,Comic.,422,422,Oath,Athens,Bdelycleon,unknown,unknown,He will be part of a conspiracy,He will not be part of a conspiracy,unknown,unknown,no,Conspiracy against the state,n/a,[That he will be party to the conspiracy],wmot,unknown,"The Chorus here suggest that Bdelycleon is part of a sworn conspiracy, which as Sommerstein remarks ""covers both subversion of democracy at Athens and intrigues with actually or potentially hostile states like Sparta"". They cannot otherwise understand why he is not letting his father out of the house to perform his juror's duties. Cf. oath ids 1087, 1089, 1090, 1107."
2205,Xenophon,Anabasis,6.6.17,literary,Hist.,ca.370-355,400,Oath,Persia,Agasias,The Ten Thousand,n/a,n/a,n/a,n/a,n/a,yes,see remarks,unknown,"[That neither Xenophon nor anyone else directed him to rescue the man who was arrested for stealing sheep]
 Ἐγώ, ὦ ἄνδρες, ὄμνυμι θεοὺς καὶ θεὰς ἦ μὴν μήτε με Ξενοφῶντα κελεῦσαι ἀφελέσθαι τὸν ἄνδρα μήτε ἄλλον ὑμῶν μηδένα·",omnu,The gods and goddesses,"This oath was taken at the time when Cleander, the Spartan harmost of Byzantium, had arrived in Bithynia with ships to transport the Greeks to the Hellespont. 
Because Cleander arrived with only two triremes the Greeks feared that they would lose the many sheep that they had acquired in the mountain. As a result, they made an agreement with Dexippus one of the perioeci who was serving with Cleander that was intended to safeguard the livestock. 
Dexippus then broke his agreement with the Greeks, and arrested one of them for stealing sheep. 
When Dexippus was taking the man to Cleander, Agasias rescued him because he was a member of his lochos. The other soldiers of the lochos then set about stoning Dexippus, calling him a traitor. 
When the fighting was stopped, Dexippus accused Xenophon of ordering Agasias to attack him. 
Agasias then swore that no one had ordered him to do so, and offered to go to Cleander for trial."
2655,Aeschines,Against Ctesiphon,6,literary,Orat.,330,330,Oath,Athens,Dikastai,Presiding magistrate,Presiding magistrate,They can be jurors,They cannot be jurors,Many blessings (?),Destruction of self and household (?),yes,see remarks,unknown,"[That they will vote according to the laws and decrees of the Athenian people and the Council of Five Hundred; <and concerning matters about which there are no laws, they will judge according to their perfectly honest opinion, and not from favour nor from enmity>. Nor will they accept gifts for judging, nor will any other man or woman do so on their behalf with their knowledge. And they will give an equal hearing to the accuser and the defendant alike, and cast their vote in relation to the actual matter in issue.]",ork,Zeus; Poseidon; Demeter,"Aeschines states that the lawgiver i.e. Solon placed the words, ""I shall vote according to the laws"" first in the dikastic oath, for he knew well that if the laws were upheld faithfully for the state, the democracy would be preserved. 
For the details of the Heliastic oath see oath id 3494."
